lambda0 k theta mu0 sigma alpha epsilon weight
0.302235 517 0.000605868 0.113923 0.420387 -0.143111 2.65299 0.000154594
0.291868 461 0.000627138 0.0854155 0.411499 -0.177096 3.41703 0.000137894
0.399806 723 0.000550865 0.0584328 0.419856 -0.104136 6.84216 8.26502e-05
0.312642 583 0.000556122 0.0581054 0.440605 -0.121594 5.3806 0.00010131
0.323015 527 0.000607911 0.0431292 0.474233 -0.162804 7.48948 9.66525e-05
0.243957 509 0.000499957 0.0539717 0.482775 -0.126494 4.52009 0.000130541
0.289091 542 0.000538229 0.0412453 0.497316 -0.147725 7.00906 9.66525e-05
0.330759 494 0.000680499 0.0827806 0.426982 -0.263121 3.99562 0.000127083
0.303804 560 0.000592152 0.0662069 0.418367 -0.180828 4.58871 9.894e-05
0.287252 543 0.000548467 0.0640133 0.494156 -0.174365 4.48739 0.000106312
0.34863 591 0.00063038 0.0631234 0.444553 -0.1951 5.52299 9.02464e-05
0.319185 594 0.000524203 0.0507391 0.422136 -0.125222 6.29071 9.23091e-05
0.290893 549 0.00056095 0.0936698 0.391695 -0.121172 3.10551 0.000141806
0.321158 567 0.000566669 0.038856 0.463787 -0.127621 8.26534 0.000111694
0.338992 671 0.000564028 0.0469848 0.374441 -0.104856 7.21494 8.44567e-05
0.359227 546 0.000599522 0.126257 0.418742 -0.218534 2.8452 0.000130541
0.267254 544 0.000545565 0.101755 0.397612 -0.0798947 2.62644 0.000137894
0.336498 528 0.000634977 0.0999208 0.370471 -0.220724 3.36765 0.000106312
0.397186 570 0.000727884 0.0505202 0.479477 -0.243259 7.86193 9.44434e-05
0.37735 613 0.000620758 0.0635226 0.4174 -0.181644 5.94041 8.63231e-05
0.361637 519 0.000669049 0.0503138 0.370026 -0.247218 7.18762 9.02464e-05
0.337603 566 0.000560886 0.0691991 0.486284 -0.0963803 4.87872 0.000123761
0.350921 710 0.000479207 0.0936756 0.439933 -0.0913018 3.74613 0.000130541
0.311901 551 0.000571546 0.0450143 0.488452 -0.118369 6.92893 0.000103766
0.293907 522 0.00055356 0.0234232 0.482004 -0.127913 12.5477 8.44567e-05
0.329862 837 0.000420557 0.071268 0.486044 -0.0510587 4.62848 0.000117495
0.231326 484 0.000510817 0.0944796 0.425822 -0.0933011 2.44842 0.000180106
0.365771 573 0.000578865 0.0494725 0.410061 -0.138738 7.39342 8.09011e-05
0.300101 523 0.000566776 0.0464091 0.44616 -0.109418 6.46643 9.44434e-05
0.291894 508 0.000605332 0.0599968 0.385515 -0.189322 4.86516 0.00011454
0.333335 532 0.000650572 0.0330479 0.381681 -0.168032 10.0864 8.82521e-05
0.316772 488 0.000613449 0.0477701 0.363467 -0.155537 6.63119 9.44434e-05
0.341979 543 0.000641691 0.0335265 0.361307 -0.178954 10.2003 9.23091e-05
0.254974 470 0.000577734 0.0555301 0.384932 -0.13686 4.59163 0.000111694
0.327684 545 0.000586135 0.0437772 0.401212 -0.116128 7.48526 0.000103766
0.267285 485 0.000556304 0.00293219 0.454118 -0.14655 91.1554 7.29356e-05
0.273959 450 0.000589921 0.000839027 0.517909 -0.169758 326.52 7.14842e-05
0.293859 562 0.000522551 0.00852205 0.432981 -0.0790865 34.4822 7.59743e-05
0.291097 472 0.000617605 0.00268265 0.43965 -0.227602 108.511 7.14842e-05
0.29953 509 0.000608392 0.00270897 0.453605 -0.158777 110.57 7.29356e-05
0.304995 536 0.000548205 7.80834e-06 0.473115 -0.158741 39060.2 7.14842e-05
0.225529 479 0.000504977 0.0179336 0.429219 -0.0471835 12.5758 8.09011e-05
0.229635 442 0.000508396 0.00661268 0.425184 -0.0592783 34.7265 7.14842e-05
0.243015 412 0.000532207 0.00393658 0.424424 -0.210131 61.7325 7.29356e-05
0.227905 450 0.000541681 0.0322949 0.388621 -0.125173 7.05697 9.44434e-05
0.275875 533 0.00054061 0.044964 0.378225 -0.113527 6.13547 0.000108953
0.265417 434 0.000572491 0.00825314 0.433135 -0.202361 32.1595 7.29356e-05
0.267961 535 0.000546376 0.000634234 0.455238 -0.111693 422.495 7.14842e-05
0.26559 492 0.000556713 0.0179473 0.431118 -0.2093 14.7983 7.92069e-05
0.277585 481 0.000548845 0.0198681 0.401382 -0.160209 13.9714 7.59743e-05
0.267115 551 0.000480217 0.0124758 0.391784 -0.0570974 21.4106 7.44317e-05
0.300009 557 0.00055923 0.00410488 0.390661 -0.100573 73.0861 7.59743e-05
0.30402 497 0.000609279 0.00574687 0.458028 -0.189082 52.9019 7.44317e-05
0.277126 503 0.000542968 6.50146e-05 0.384055 -0.050983 4262.52 7.14842e-05
0.281355 486 0.000548275 0.0114369 0.381361 -0.108338 24.6006 7.92069e-05
0.301259 557 0.000572768 0.0091866 0.422504 -0.110176 32.7933 7.44317e-05
0.328826 516 0.000622185 0.00758361 0.384902 -0.166007 43.3601 7.59743e-05
0.265038 485 0.000610582 0.00775084 0.415424 -0.147732 34.1948 7.59743e-05
0.274626 474 0.000600656 0.00129103 0.451993 -0.174607 212.718 7.14842e-05
0.247284 486 0.000574714 0.0101939 0.461945 -0.148272 24.2581 7.92069e-05
0.321904 576 0.000542727 0.00161738 0.386121 -0.0945604 199.028 7.14842e-05
0.30803 470 0.000609149 5.45837e-05 0.39402 -0.170048 5643.26 7.14842e-05
0.312559 509 0.00057878 0.00734525 0.422981 -0.125636 42.5525 7.44317e-05
0.331476 601 0.00054975 0.0035071 0.385172 -0.0848845 94.5155 7.14842e-05
0.244824 603 0.000445191 0.00953915 0.467007 -0.0174019 25.6652 8.09011e-05
0.26732 524 0.000539941 0.0307523 0.477956 -0.092498 8.69269 9.23091e-05
0.288821 477 0.000593671 0.00262565 0.409654 -0.121599 110 7.29356e-05
0.280563 556 0.000512157 0.00417744 0.422991 -0.102327 67.1615 7.59743e-05
0.274214 489 0.000597246 0.00209004 0.401424 -0.120801 131.2 7.44317e-05
0.217237 462 0.000497865 0.00230464 0.401225 -0.0389562 94.2608 7.14842e-05
0.214053 501 0.00042764 0.00350438 0.3984 0.0162155 61.0815 7.29356e-05
0.265115 491 0.000554387 0.001909 0.38903 -0.100003 138.876 7.14842e-05
0.286837 647 0.000451842 2.65551e-05 0.354526 -0.0252149 10801.6 7.14842e-05
0.295746 480 0.000573369 0.0014373 0.34353 -0.126596 205.765 7.29356e-05
0.294784 503 0.000598077 0.00267789 0.456269 -0.13357 110.081 7.29356e-05
0.285676 466 0.000610893 0.0055203 0.445797 -0.124315 51.7501 8.09011e-05
0.236373 448 0.000545801 0.00179365 0.369332 -0.115182 131.784 7.14842e-05
0.265904 466 0.000576569 0.00783619 0.39822 -0.16274 33.9328 7.29356e-05
0.289582 496 0.000631622 0.00325146 0.397927 -0.214856 89.0623 7.29356e-05
0.291348 485 0.000585197 0.00486893 0.448491 -0.153894 59.8382 7.44317e-05
0.226409 444 0.000545599 0.00046323 0.394799 -0.143344 488.761 7.14842e-05
0.283788 553 0.000503522 0.00552662 0.379658 -0.0893881 51.3492 7.44317e-05
0.310332 590 0.00051322 0.00151921 0.385775 -0.0129921 204.272 7.14842e-05
0.286454 513 0.000543201 0.0137898 0.445302 -0.144156 20.7728 7.75653e-05
0.320167 548 0.000553972 0.00248674 0.454367 -0.113296 128.75 7.14842e-05
0.283578 606 0.000474391 0.0138611 0.445419 -0.0369138 20.4586 7.59743e-05
0.282778 503 0.000551697 0.00496163 0.47912 -0.0863271 56.993 7.29356e-05
0.273635 564 0.000493175 0.000216488 0.401547 -0.035328 1263.97 7.14842e-05
0.2559 449 0.000574033 0.0140548 0.41496 -0.15706 18.2074 9.44434e-05
0.284111 553 0.000489265 0.00207692 0.393911 -0.0610277 136.795 7.29356e-05
0.253372 481 0.000507825 0.00597533 0.405304 -0.0915769 42.4029 7.14842e-05
0.279385 458 0.000589838 0.005192 0.364707 -0.174334 53.8107 7.14842e-05
0.243955 404 0.000576802 0.00434821 0.378337 -0.252566 56.1046 7.29356e-05
0.257084 461 0.000572198 0.00233331 0.515303 -0.183803 110.18 7.29356e-05
0.227204 423 0.000543356 0.0147569 0.378911 -0.165231 15.3965 8.26502e-05
0.303649 514 0.000551537 0.00408569 0.466987 -0.139081 74.3202 7.44317e-05
0.327677 590 0.000557685 0.00294372 0.439598 -0.0775072 111.314 7.29356e-05
0.290781 468 0.000621973 0.0156616 0.361183 -0.175133 18.5665 8.26502e-05
0.33163 540 0.000646236 0.0227732 0.36444 -0.14032 14.5623 8.44567e-05
0.258698 456 0.000618618 0.0166575 0.420994 -0.187151 15.5304 8.44567e-05
0.290694 521 0.000585768 0.00395415 0.374301 -0.0928041 73.516 7.44317e-05
0.332534 533 0.000615532 0.00868389 0.374781 -0.140351 38.2932 7.29356e-05
0.299685 507 0.000577803 0.00331638 0.348888 -0.135143 90.365 7.14842e-05
0.384734 554 0.000675066 0.00585982 0.400383 -0.170763 65.6562 7.59743e-05
0.350687 550 0.000633479 0.00272697 0.413105 -0.159415 128.6 7.29356e-05
0.272668 456 0.000609738 0.0153154 0.355213 -0.207986 17.8035 8.09011e-05
0.292893 422 0.000637081 0.0135192 0.321557 -0.203785 21.665 7.59743e-05
0.268346 411 0.000661463 0.00735993 0.418142 -0.326121 36.4604 7.92069e-05
0.278013 445 0.000619398 0.0212091 0.360379 -0.227082 13.1082 8.44567e-05
0.296141 537 0.000581137 0.00412206 0.409661 -0.119825 71.843 7.29356e-05
0.314808 483 0.00065344 0.00762269 0.443045 -0.217088 41.2989 7.59743e-05
0.340735 524 0.000656372 0.00656178 0.413103 -0.207212 51.9271 7.44317e-05
0.355583 569 0.000601116 0.00519152 0.333653 -0.161138 68.493 7.14842e-05
0.331735 486 0.000637545 0.00941614 0.328273 -0.152715 35.2304 8.09011e-05
0.26898 467 0.000529724 0.00326318 0.39227 -0.123084 82.4289 7.29356e-05
0.30752 548 0.000580562 0.00969432 0.366467 -0.12653 31.7217 7.44317e-05
0.462516 588 0.000712683 0.00766721 0.291877 -0.162895 60.3238 7.59743e-05
0.293875 456 0.000593497 0.00184731 0.285873 -0.182872 159.083 7.14842e-05
0.270853 480 0.000566553 0.033992 0.364387 -0.224078 7.96814 8.82521e-05
0.288441 494 0.000584496 0.00716307 0.381984 -0.174299 40.2678 7.29356e-05
0.306942 505 0.000627522 0.0121347 0.359436 -0.194142 25.2947 7.44317e-05
0.263505 438 0.000604608 0.0190145 0.390278 -0.187722 13.8581 8.82521e-05
0.330743 473 0.000641772 0.0096013 0.304865 -0.204297 34.4477 7.75653e-05
0.245839 459 0.000559478 0.00452106 0.42323 -0.182193 54.3763 7.44317e-05
0.281911 464 0.000592716 0.0133778 0.376091 -0.186022 21.0731 7.75653e-05
0.305972 455 0.000656736 0.001828 0.371426 -0.212671 167.381 7.29356e-05
0.331847 553 0.000591451 0.00454508 0.350008 -0.118781 73.0124 7.44317e-05
0.341814 554 0.000613733 0.0148153 0.364789 -0.163118 23.0717 7.75653e-05
0.321932 487 0.00061478 0.00211061 0.352205 -0.169425 152.53 7.14842e-05
0.293655 502 0.000597868 0.00367483 0.412818 -0.114267 79.91 7.14842e-05
0.247728 443 0.000563191 7.35665e-05 0.307952 -0.119245 3367.4 7.14842e-05
0.309646 530 0.000576749 0.0330988 0.380533 -0.0931144 9.35519 9.894e-05
0.391932 607 0.000630474 0.00761166 0.341941 -0.0965627 51.491 7.29356e-05
0.316572 578 0.000562704 2.26299e-05 0.386193 -0.0495677 13989.1 7.14842e-05
0.365294 541 0.00065387 0.00123515 0.337209 -0.157539 295.75 7.14842e-05
0.287835 503 0.000610197 0.02139 0.346968 -0.184412 13.4566 7.75653e-05
0.354077 554 0.000608676 0.00803405 0.370505 -0.119016 44.0721 7.29356e-05
0.275929 492 0.000570645 0.00147961 0.367738 -0.104892 186.487 7.14842e-05
0.283946 534 0.000594434 0.00384501 0.356093 -0.0980954 73.848 7.14842e-05
0.372277 630 0.000564056 0.00532929 0.353409 -0.0563974 69.8548 7.44317e-05
0.313596 503 0.000655455 0.0107788 0.372681 -0.181068 29.0938 7.59743e-05
0.349288 587 0.000594339 0.00947272 0.343623 -0.109161 36.8731 7.75653e-05
0.282613 487 0.000586581 0.00012207 0.357882 -0.125608 2315.17 7.14842e-05
0.298017 466 0.000593244 0.00708687 0.35324 -0.135163 42.052 7.44317e-05
0.386308 559 0.0006422 0.0146564 0.318826 -0.128863 26.3577 7.59743e-05
0.308431 471 0.000662011 0.00713064 0.277004 -0.192245 43.2543 8.09011e-05
0.287001 477 0.000612861 0.017862 0.336351 -0.169957 16.0677 8.26502e-05
0.292968 454 0.000609778 0.00752622 0.348814 -0.196393 38.9264 7.92069e-05
0.291696 547 0.00053687 0.0042253 0.35328 -0.069477 69.0356 7.14842e-05
0.37016 536 0.000644906 0.0172255 0.304806 -0.129922 21.4891 7.59743e-05
0.258767 479 0.000586304 0.00596701 0.338991 -0.144516 43.3663 7.44317e-05
0.308501 523 0.000580159 0.0127506 0.408097 -0.175571 24.195 7.59743e-05
0.305628 518 0.000617659 0.0122652 0.385856 -0.152559 24.9184 7.75653e-05
0.343719 580 0.000575464 0.0344376 0.451212 -0.152665 9.98092 8.09011e-05
0.293096 484 0.000624658 0.00700895 0.37146 -0.162122 41.8175 7.75653e-05
0.333328 578 0.00056105 0.059049 0.326706 -0.146104 5.64493 0.00010131
0.218419 446 0.000543646 0.0265581 0.355767 -0.148291 8.22418 8.63231e-05
0.290802 516 0.000550377 0.00513131 0.340074 -0.129292 56.672 7.29356e-05
0.244154 478 0.000540185 0.00923252 0.383432 -0.123691 26.4451 7.29356e-05
0.269113 460 0.000609404 0.0279318 0.325654 -0.187073 9.63462 8.63231e-05
0.285269 460 0.000582679 0.00784814 0.336803 -0.166587 36.3486 7.44317e-05
0.338112 463 0.000710026 0.0123061 0.386472 -0.293046 27.4753 7.29356e-05
0.304088 504 0.000638525 0.00438172 0.403449 -0.155972 69.3993 7.59743e-05
0.245689 469 0.000562413 0.00844769 0.415007 -0.163102 29.0836 7.75653e-05
0.244016 457 0.000578693 0.0128391 0.389345 -0.135121 19.0056 8.09011e-05
0.308084 517 0.00062299 0.00546228 0.323122 -0.171696 56.402 7.29356e-05
0.309775 509 0.000561783 0.000267028 0.353611 -0.147813 1160.08 7.14842e-05
0.361717 562 0.000583976 0.00200775 0.359225 -0.101818 180.16 7.29356e-05
0.326157 501 0.000639909 0.00237862 0.379542 -0.19541 137.12 7.14842e-05
0.269136 478 0.000597978 0.0078316 0.368262 -0.135451 34.3654 7.44317e-05
0.27803 509 0.000523427 0.0256446 0.469401 -0.10107 10.8417 8.44567e-05
0.251935 448 0.000592496 0.0163788 0.352453 -0.190391 15.3818 7.59743e-05
0.27762 465 0.000578202 0.00385016 0.337039 -0.114478 72.106 7.59743e-05
0.281175 477 0.000609351 0.015864 0.387508 -0.22795 17.7241 8.26502e-05
0.283975 488 0.000589399 0.0255821 0.352305 -0.19334 11.1006 8.09011e-05
0.302533 458 0.00062002 0.0119107 0.401557 -0.169704 25.4002 7.92069e-05
0.270057 517 0.000526819 0.00693704 0.391525 -0.0942002 38.9296 7.44317e-05
0.314792 573 0.000567446 0.0110039 0.323247 -0.11588 28.6074 7.29356e-05
0.311935 549 0.000573369 0.00279327 0.334172 -0.133168 111.674 7.14842e-05
0.308642 496 0.000591677 0.00659086 0.301182 -0.137955 46.8288 7.59743e-05
0.315441 452 0.000642642 0.00194748 0.310952 -0.211522 161.974 7.14842e-05
0.292565 486 0.000611717 0.00149432 0.386589 -0.189697 195.785 7.14842e-05
0.314478 536 0.000639932 0.0010395 0.287526 -0.12538 302.527 7.29356e-05
0.309457 496 0.000623102 0.0136104 0.33637 -0.147464 22.7368 8.09011e-05
0.312265 535 0.000597695 0.00137404 0.369594 -0.151539 227.261 7.14842e-05
0.302481 494 0.000624593 0.00482899 0.340236 -0.171723 62.6385 7.44317e-05
0.248762 454 0.000559078 0.000845266 0.344534 -0.153226 294.301 7.14842e-05
0.240209 435 0.000596524 0.0115035 0.334346 -0.241261 20.8813 7.59743e-05
0.3119 516 0.000634252 0.00502402 0.402507 -0.188551 62.0818 7.14842e-05
0.296386 493 0.000607232 0.00522558 0.34977 -0.126707 56.7182 7.59743e-05
0.282859 451 0.000623608 0.0155868 0.303549 -0.1968 18.1473 8.26502e-05
0.268367 452 0.000564386 0.00446617 0.330355 -0.159023 60.0888 7.14842e-05
0.275235 484 0.000576524 0.0188711 0.308366 -0.175254 14.585 7.92069e-05
0.284624 449 0.00061518 0.0115059 0.369845 -0.197223 24.7372 7.75653e-05
0.263648 484 0.000568859 0.0174812 0.30167 -0.209102 15.0818 8.09011e-05
0.309242 476 0.000640582 0.00725874 0.353697 -0.205278 42.6027 7.75653e-05
0.320649 459 0.000622654 0.0036118 0.355962 -0.23302 88.7784 7.44317e-05
0.269047 463 0.000605802 0.0160305 0.320115 -0.204986 16.7835 7.75653e-05
0.284555 464 0.000583295 0.00687914 0.330986 -0.183944 41.3649 7.44317e-05
0.277193 478 0.000591853 0.0072119 0.320718 -0.156877 38.4355 7.59743e-05
0.252684 430 0.000625694 0.0194377 0.340303 -0.213776 12.9996 8.26502e-05
0.277293 509 0.000545785 0.023673 0.334027 -0.110452 11.7135 8.63231e-05
0.286368 475 0.0006192 0.0327891 0.340634 -0.176881 8.73363 9.23091e-05
0.289334 487 0.000573629 0.00309147 0.362326 -0.165917 93.5911 7.59743e-05
0.292358 442 0.000633645 8.88422e-05 0.314307 -0.257763 3290.76 7.14842e-05
0.276269 460 0.000568509 0.00417861 0.314638 -0.136609 66.1152 7.14842e-05
0.259232 480 0.000596754 0.0158132 0.375 -0.141709 16.3933 8.26502e-05
0.281396 496 0.000633625 0.00422135 0.379183 -0.217179 66.6602 7.29356e-05
0.296976 481 0.00061535 0.00164815 0.312226 -0.151763 180.187 7.44317e-05
0.305831 488 0.000634198 0.00629032 0.359375 -0.224927 48.6194 7.59743e-05
0.221256 423 0.000568974 0.0061023 0.335761 -0.134382 36.2578 7.75653e-05
0.271104 551 0.000519498 0.00998857 0.346389 -0.0572388 27.1414 7.44317e-05
0.264676 448 0.000608113 0.0193009 0.311566 -0.197059 13.7132 8.63231e-05
0.282111 474 0.000615618 0.00955456 0.299298 -0.159941 29.5263 7.75653e-05
0.26656 489 0.000560495 0.0260949 0.37532 -0.175007 10.215 9.02464e-05
0.310559 509 0.000637581 0.0422609 0.353392 -0.204235 7.3486 8.82521e-05
0.259835 499 0.00056705 0.00521472 0.450533 -0.121309 49.8273 7.29356e-05
0.247848 447 0.000575293 0.0113678 0.360282 -0.201482 21.8027 7.92069e-05
0.317306 453 0.000689586 0.00127615 0.389777 -0.259633 248.642 7.29356e-05
0.261363 491 0.000572614 0.01267 0.362748 -0.13993 20.6284 7.59743e-05
0.349428 520 0.000663543 0.00476375 0.394693 -0.179745 73.3515 7.59743e-05
0.371234 551 0.000687986 0.00105736 0.349954 -0.213496 351.095 7.14842e-05
0.35171 594 0.000582658 0.0256211 0.340433 -0.11878 13.7273 7.75653e-05
0.239793 435 0.000592747 0.00826032 0.323198 -0.175911 29.0295 8.44567e-05
0.235192 483 0.000530212 0.00573956 0.390847 -0.100177 40.9773 7.44317e-05
0.242072 426 0.00057855 0.0137724 0.369553 -0.215054 17.5766 7.75653e-05
0.298123 488 0.000635901 0.0203756 0.383976 -0.220823 14.6314 7.75653e-05
0.335519 599 0.000558945 0.00605649 0.369999 -0.094997 55.3982 7.75653e-05
0.375606 560 0.000647064 0.0148476 0.357182 -0.128501 25.2974 8.63231e-05
0.311304 508 0.000615249 0.00448214 0.290108 -0.137595 69.4544 7.44317e-05
0.26112 434 0.000625482 0.00177759 0.469668 -0.258537 146.895 7.44317e-05
0.282309 460 0.000642669 0.00258952 0.376018 -0.253691 109.02 7.29356e-05
0.264594 420 0.000654092 0.00295245 0.364718 -0.225743 89.6184 7.14842e-05
0.285894 458 0.000590569 0.00567752 0.348638 -0.201906 50.3555 7.44317e-05
0.277705 483 0.000613 0.000115504 0.350415 -0.161773 2404.3 7.14842e-05
0.327685 621 0.000537508 0.0346633 0.33159 -0.116457 9.45336 7.92069e-05
0.290626 643 0.000425476 0.171593 0.254193 -0.108173 1.69369 0.000285937
0.224976 589 0.000386064 0.201905 0.243476 -0.122075 1.11427 0.000583544
0.280637 594 0.000456908 0.203484 0.295999 -0.131889 1.37916 0.000469981
0.258236 562 0.000465389 0.217982 0.28556 -0.118821 1.18467 0.00114375
0.263547 623 0.000412549 0.200864 0.299532 -0.124662 1.31207 0.000583544
0.269952 668 0.000423471 0.212146 0.281167 -0.124484 1.27248 0.00038661
0.259809 507 0.000493134 0.213932 0.27581 -0.171802 1.21445 0.000698088
0.243833 614 0.000403405 0.185839 0.274532 -0.146147 1.31207 0.000405239
0.236487 614 0.00037795 0.146205 0.276936 -0.125498 1.6175 0.000212498
0.270743 689 0.000389318 0.122984 0.256922 -0.099691 2.20145 0.000174522
0.221904 695 0.000317954 0.172443 0.256319 -0.0255431 1.28682 0.000353008
0.273411 786 0.000348496 0.120654 0.284229 -0.0498357 2.26607 0.000180106
0.262543 711 0.00036102 0.143114 0.272764 -0.0368687 1.83451 0.000285937
0.246152 645 0.000367425 0.174955 0.28465 -0.0322112 1.40695 0.000583544
0.233949 643 0.000369967 0.0945511 0.275721 -0.0797949 2.47431 0.000159243
0.270899 859 0.000328556 0.111441 0.273384 -0.0375615 2.43087 0.000145886
0.244429 689 0.000351444 0.132084 0.311085 -0.0279027 1.85055 0.000310261
0.265771 652 0.000374798 0.134328 0.272348 -0.0525023 1.97853 0.000337827
0.263426 632 0.000405007 0.154852 0.300605 -0.0636898 1.70115 0.000353008
0.221752 591 0.000378702 0.11482 0.348635 -0.0692365 1.93129 0.000274833
0.254899 566 0.000423284 0.200925 0.263423 -0.0452434 1.26862 0.000980579
0.262161 771 0.00034598 0.149403 0.313345 -0.0213592 1.75473 0.000425248
0.462097 570 0.000739639 0.0372295 0.226016 -0.166071 12.4121 9.23091e-05
0.388558 568 0.000699309 0.0238766 0.225491 -0.151399 16.2736 9.02464e-05
0.406599 545 0.000684733 0.0426091 0.244373 -0.154036 9.54256 8.82521e-05
0.432109 573 0.000698614 0.027818 0.218381 -0.132148 15.5334 9.02464e-05
0.338954 525 0.000670988 0.0165671 0.220081 -0.124845 20.4594 7.92069e-05
0.341383 503 0.000670332 0.0366145 0.250971 -0.135119 9.32371 9.894e-05
0.325292 526 0.000629908 0.0350959 0.198656 -0.097083 9.26866 8.26502e-05
0.315426 500 0.000639994 0.0349618 0.225219 -0.141808 9.02201 8.44567e-05
0.276493 572 0.000521496 0.0646686 0.291811 -0.0356101 4.27553 0.000108953
0.321009 537 0.000570894 0.0509347 0.245799 -0.0690159 6.30237 0.00010131
0.334667 575 0.000567327 0.0614895 0.257967 -0.0551574 5.44266 0.000108953
0.37085 730 0.000490885 0.0558469 0.290274 -0.0109108 6.64047 9.66525e-05
0.298809 583 0.000580473 0.0485129 0.256923 -0.0712251 6.15937 9.44434e-05
0.364586 612 0.000594514 0.0398168 0.277422 -0.0845666 9.15657 8.82521e-05
0.344738 551 0.000599862 0.0505065 0.244111 -0.0896916 6.8256 0.000108953
0.283667 484 0.00061095 0.0506724 0.244633 -0.12702 5.59805 0.000103766
0.332078 574 0.000568798 0.0832355 0.273848 -0.0461315 3.98963 0.000123761
0.359721 636 0.000586818 0.0253239 0.265037 -0.0689194 14.2048 7.75653e-05
0.332087 509 0.000616878 0.0924082 0.245218 -0.079429 3.5937 0.000154594
0.342713 656 0.000518075 0.0502066 0.275429 -0.0133017 6.82606 0.00010131
0.349357 606 0.000583883 0.0496147 0.269906 -0.0727791 7.04141 9.23091e-05
0.414402 729 0.000593444 0.0524775 0.269998 -0.0685238 7.89674 8.09011e-05
0.382812 675 0.00057256 0.0635381 0.260194 -0.0511282 6.02492 9.02464e-05
0.409708 736 0.000552915 0.0721693 0.255688 -0.0492896 5.67704 9.44434e-05
0.352581 623 0.000563438 0.0570962 0.233021 -0.0615315 6.17522 9.02464e-05
0.390891 688 0.000560206 0.0831465 0.278359 -0.0489349 4.70124 0.000106312
0.326285 578 0.000589325 0.0530619 0.245876 -0.0785566 6.14913 9.66525e-05
0.324714 571 0.000544798 0.0849262 0.273556 -0.0301476 3.82348 0.000154594
0.372188 652 0.000552378 0.0600797 0.264081 -0.0928425 6.19491 9.44434e-05
0.340507 621 0.000528526 0.0494861 0.243306 -0.00697265 6.88086 9.23091e-05
0.317341 569 0.000559647 0.0936502 0.250384 -0.0865838 3.38858 0.000145886
0.368485 658 0.0005728 0.0770822 0.2714 -0.0921432 4.78041 0.000103766
0.229384 405 0.000582222 0.012092 0.309516 -0.0445379 18.9699 7.59743e-05
0.242486 395 0.000560252 0.0124665 0.25392 -0.0669049 19.451 7.92069e-05
0.222209 368 0.000548195 0.0216792 0.275038 -0.0637491 10.2499 8.63231e-05
0.207041 365 0.000555327 0.0142937 0.254226 -0.115996 14.4848 7.44317e-05
0.201503 345 0.000578138 0.0330681 0.270704 -0.0865032 6.09356 0.00010131
0.19109 355 0.000527551 0.0143786 0.304679 -0.101355 13.2899 8.44567e-05
0.198825 403 0.000511458 0.0158304 0.272283 -0.0934094 12.5597 7.75653e-05
0.192558 354 0.000514492 0.0202321 0.295786 -0.000999302 9.51741 9.23091e-05
0.206869 376 0.000526345 0.0138013 0.224664 -0.0346734 14.9891 8.44567e-05
0.200836 381 0.000539922 0.00570265 0.255325 -0.0719207 35.218 7.59743e-05
0.209606 402 0.000531949 0.00574284 0.253145 -0.083769 36.4986 7.75653e-05
0.22771 385 0.000551521 0.0345398 0.212183 -0.108324 6.59269 0.000108953
0.195113 392 0.000497242 0.0375207 0.261146 -0.0626607 5.20014 8.44567e-05
0.178789 342 0.000518895 0.0250918 0.275849 -0.0911782 7.12541 9.44434e-05
0.175509 323 0.000517953 0.0197595 0.235878 -0.0718699 8.88225 9.44434e-05
0.179864 367 0.000535613 0.0262503 0.259709 -0.0738812 6.85187 8.44567e-05
0.227322 373 0.000549608 0.0136608 0.273402 -0.15137 16.6404 7.75653e-05
0.202599 385 0.000541607 0.0136904 0.272647 -0.0967211 14.7986 7.29356e-05
0.189345 346 0.00054056 0.0170663 0.272903 -0.114879 11.0947 8.63231e-05
0.219585 397 0.000564268 0.00284337 0.233032 -0.0314692 77.2271 7.44317e-05
0.186417 367 0.000517848 0.0266549 0.269617 -0.0460734 6.99375 9.66525e-05
0.225425 410 0.000578209 0.0152978 0.228154 -0.063661 14.7358 7.75653e-05
0.208139 386 0.000552446 0.0113996 0.248011 -0.0139164 18.2585 8.26502e-05
0.164371 348 0.000526005 0.00621145 0.229142 -0.0262583 26.4625 7.92069e-05
0.159006 338 0.000493713 0.00451552 0.254222 0.0113082 35.2132 7.29356e-05
0.186115 369 0.000526246 0.00810834 0.254913 -0.021399 22.9535 7.29356e-05
0.195611 358 0.000512671 0.010987 0.258701 -0.096256 17.8038 7.44317e-05
0.203201 348 0.000538994 0.00281841 0.250686 -0.0705332 72.0978 7.14842e-05
0.214865 367 0.000560517 0.00565535 0.268171 -0.111815 37.9932 7.29356e-05
0.199201 391 0.000535577 0.0149599 0.293837 -0.0640348 13.3157 8.26502e-05
0.207328 392 0.000537586 0.0135391 0.237222 -0.0640699 15.3133 8.09011e-05
0.206561 397 0.000520931 0.00294926 0.251917 -0.043885 70.0383 7.29356e-05
0.245231 410 0.000585221 0.0148547 0.271206 -0.0714098 16.5087 7.92069e-05
0.169075 327 0.0005195 0.0234919 0.258679 -0.113263 7.19718 9.23091e-05
0.163522 353 0.000480631 0.0277575 0.26504 -0.0935163 5.89107 9.894e-05
0.199192 400 0.000495625 0.00874446 0.240701 -0.0267468 22.7792 7.44317e-05
0.186123 375 0.000506419 0.01965 0.264841 -0.0450006 9.47192 8.26502e-05
