lambda0 sigma alpha epsilon weight
0.32036 0.237299 0.913268 0.607443 0.000107141
0.32036 0.237299 0.913268 0.607443 9.12922e-05
0.32036 0.237299 0.913268 0.607443 0.000107141
0.32036 0.237299 0.913268 0.607443 0.000127507
0.32036 0.237299 0.913268 0.607443 0.000154284
0.32036 0.237299 0.913268 0.607443 8.16046e-05
0.32036 0.237299 0.913268 0.607443 9.87416e-05
0.32036 0.237299 0.913268 0.607443 8.4655e-05
0.32036 0.237299 0.913268 0.607443 0.000102813
0.32036 0.237299 0.913268 0.607443 0.000116661
0.32036 0.237299 0.913268 0.607443 0.00013994
0.32036 0.237299 0.913268 0.607443 9.49073e-05
0.32036 0.237299 0.913268 0.607443 0.000102813
0.32036 0.237299 0.913268 0.607443 0.000127507
0.32036 0.237299 0.913268 0.607443 8.4655e-05
0.32036 0.237299 0.913268 0.607443 9.87416e-05
0.32036 0.237299 0.913268 0.607443 0.000154284
0.32036 0.237299 0.913268 0.607443 0.000201513
0.32036 0.237299 0.913268 0.607443 7.87162e-05
0.32036 0.237299 0.913268 0.607443 0.000170952
0.32036 0.237299 0.913268 0.607443 0.000111749
0.32036 0.237299 0.913268 0.607443 0.000133507
0.32036 0.237299 0.913268 0.607443 0.000133507
0.32036 0.237299 0.913268 0.607443 0.000116661
0.32036 0.237299 0.913268 0.607443 0.000102813
0.32036 0.237299 0.913268 0.607443 9.49073e-05
0.32036 0.237299 0.913268 0.607443 9.49073e-05
0.32036 0.237299 0.913268 0.607443 0.000162297
0.32036 0.237299 0.913268 0.607443 9.87416e-05
0.32036 0.237299 0.913268 0.607443 9.87416e-05
0.32036 0.237299 0.913268 0.607443 0.000102813
0.32036 0.237299 0.913268 0.607443 0.000111749
0.32036 0.237299 0.913268 0.607443 6.85706e-05
0.32036 0.237299 0.913268 0.607443 9.87416e-05
0.32036 0.237299 0.913268 0.607443 0.000107141
0.32036 0.237299 0.913268 0.607443 0.000121903
0.32036 0.237299 0.913268 0.607443 0.000102813
0.32036 0.237299 0.913268 0.607443 0.000116661
0.32036 0.237299 0.913268 0.607443 8.78797e-05
0.32036 0.237299 0.913268 0.607443 8.78797e-05
0.32036 0.237299 0.913268 0.607443 0.00013994
0.32036 0.237299 0.913268 0.607443 0.000116661
0.32036 0.237299 0.913268 0.607443 0.000107141
0.32036 0.237299 0.913268 0.607443 0.00013994
0.32036 0.237299 0.913268 0.607443 0.000127507
0.32036 0.237299 0.913268 0.607443 9.87416e-05
0.32036 0.237299 0.913268 0.607443 0.000133507
0.32036 0.237299 0.913268 0.607443 0.000121903
0.32036 0.237299 0.913268 0.607443 0.000111749
0.32036 0.237299 0.913268 0.607443 0.000102813
0.32036 0.237299 0.913268 0.607443 0.000111749
0.32036 0.237299 0.913268 0.607443 0.000116661
0.32036 0.237299 0.913268 0.607443 0.000111749
0.32036 0.237299 0.913268 0.607443 9.49073e-05
0.32036 0.237299 0.913268 0.607443 9.12922e-05
0.32036 0.237299 0.913268 0.607443 0.000154284
0.32036 0.237299 0.913268 0.607443 0.000107141
0.32036 0.237299 0.913268 0.607443 0.000121903
0.32036 0.237299 0.913268 0.607443 0.000127507
0.32036 0.237299 0.913268 0.607443 0.000111749
0.32036 0.237299 0.913268 0.607443 0.000111749
0.32036 0.237299 0.913268 0.607443 0.000116661
0.32036 0.237299 0.913268 0.607443 0.000127507
0.32036 0.237299 0.913268 0.607443 0.000121903
0.32036 0.237299 0.913268 0.607443 0.000162297
0.32036 0.237299 0.913268 0.607443 9.49073e-05
0.32036 0.237299 0.913268 0.607443 9.87416e-05
0.32036 0.237299 0.913268 0.607443 0.000111749
0.32036 0.237299 0.913268 0.607443 9.87416e-05
0.32036 0.237299 0.913268 0.607443 0.000133507
0.32036 0.237299 0.913268 0.607443 0.000102813
0.32036 0.237299 0.913268 0.607443 0.000102813
0.32036 0.237299 0.913268 0.607443 9.12922e-05
0.32036 0.237299 0.913268 0.607443 0.000107141
0.32036 0.237299 0.913268 0.607443 0.000111749
0.32036 0.237299 0.913268 0.607443 0.000102813
0.32036 0.237299 0.913268 0.607443 9.87416e-05
0.32036 0.237299 0.913268 0.607443 9.87416e-05
0.32036 0.237299 0.913268 0.607443 9.87416e-05
0.32036 0.237299 0.913268 0.607443 0.000111749
0.32036 0.237299 0.913268 0.607443 0.000154284
0.32036 0.237299 0.913268 0.607443 0.000107141
0.32036 0.237299 0.913268 0.607443 0.000127507
0.32036 0.237299 0.913268 0.607443 9.12922e-05
0.32036 0.237299 0.913268 0.607443 0.000133507
0.32036 0.237299 0.913268 0.607443 9.12922e-05
0.32036 0.237299 0.913268 0.607443 9.49073e-05
0.32036 0.237299 0.913268 0.607443 0.000121903
0.32036 0.237299 0.913268 0.607443 0.000107141
0.32036 0.237299 0.913268 0.607443 8.4655e-05
0.32036 0.237299 0.913268 0.607443 0.000127507
0.32036 0.237299 0.913268 0.607443 0.000121903
0.32036 0.237299 0.913268 0.607443 8.16046e-05
0.32036 0.237299 0.913268 0.607443 6.85706e-05
0.32036 0.237299 0.913268 0.607443 9.49073e-05
0.32036 0.237299 0.913268 0.607443 8.16046e-05
0.32036 0.237299 0.913268 0.607443 8.4655e-05
0.32036 0.237299 0.913268 0.607443 0.000102813
0.32036 0.237299 0.913268 0.607443 0.000116661
0.32036 0.237299 0.913268 0.607443 0.00013994
0.32036 0.237299 0.913268 0.607443 0.000190474
0.32036 0.237299 0.913268 0.607443 9.87416e-05
0.32036 0.237299 0.913268 0.607443 0.000146849
0.32036 0.237299 0.913268 0.607443 0.000154284
0.32036 0.237299 0.913268 0.607443 8.16046e-05
0.32036 0.237299 0.913268 0.607443 0.000102813
0.32036 0.237299 0.913268 0.607443 9.12922e-05
0.32036 0.237299 0.913268 0.607443 0.000121903
0.32036 0.237299 0.913268 0.607443 0.000102813
0.32036 0.237299 0.913268 0.607443 8.78797e-05
0.32036 0.237299 0.913268 0.607443 9.49073e-05
0.32036 0.237299 0.913268 0.607443 0.000170952
0.32036 0.237299 0.913268 0.607443 9.87416e-05
0.32036 0.237299 0.913268 0.607443 0.000133507
0.32036 0.237299 0.913268 0.607443 0.000107141
0.32036 0.237299 0.913268 0.607443 0.000111749
0.32036 0.237299 0.913268 0.607443 9.87416e-05
0.32036 0.237299 0.913268 0.607443 0.000102813
0.32036 0.237299 0.913268 0.607443 0.000121903
0.32036 0.237299 0.913268 0.607443 0.000121903
0.32036 0.237299 0.913268 0.607443 8.4655e-05
1.06382 1.07971 0.567535 0.259884 4.1635e-05
1.06382 1.07971 0.567535 0.259884 3.58331e-05
1.06382 1.07971 0.567535 0.259884 4.50793e-05
1.06382 1.07971 0.567535 0.259884 3.76244e-05
1.06382 1.07971 0.567535 0.259884 3.58331e-05
1.06382 1.07971 0.567535 0.259884 4.27379e-05
1.06382 1.07971 0.567535 0.259884 3.85709e-05
1.06382 1.07971 0.567535 0.259884 3.58331e-05
1.06382 1.07971 0.567535 0.259884 4.05743e-05
1.06382 1.07971 0.567535 0.259884 3.76244e-05
1.06382 1.07971 0.567535 0.259884 3.58331e-05
1.06382 1.07971 0.567535 0.259884 4.50793e-05
1.06382 1.07971 0.567535 0.259884 4.50793e-05
1.06382 1.07971 0.567535 0.259884 4.63228e-05
1.06382 1.07971 0.567535 0.259884 4.38852e-05
1.06382 1.07971 0.567535 0.259884 4.63228e-05
1.06382 1.07971 0.567535 0.259884 3.95536e-05
1.02617 0.292952 0.789167 0.705663 0.000256872
1.02617 0.292952 0.789167 0.705663 0.000154284
1.02617 0.292952 0.789167 0.705663 0.000146849
1.02617 0.292952 0.789167 0.705663 0.000154284
1.02617 0.292952 0.789167 0.705663 0.000170952
1.02617 0.292952 0.789167 0.705663 0.000162297
1.02617 0.292952 0.789167 0.705663 0.000213542
1.02617 0.292952 0.789167 0.705663 0.00013994
1.02617 0.292952 0.789167 0.705663 0.000170952
1.02617 0.292952 0.789167 0.705663 0.000170952
1.02617 0.292952 0.789167 0.705663 0.000314865
1.02617 0.292952 0.789167 0.705663 0.000180317
1.02617 0.292952 0.789167 0.705663 0.000201513
1.02617 0.292952 0.789167 0.705663 0.000314865
1.02617 0.292952 0.789167 0.705663 0.000201513
1.02617 0.292952 0.789167 0.705663 0.000190474
1.02617 0.292952 0.789167 0.705663 0.000170952
1.02617 0.292952 0.789167 0.705663 0.000170952
1.02617 0.292952 0.789167 0.705663 0.000154284
1.02617 0.292952 0.789167 0.705663 0.000201513
1.02617 0.292952 0.789167 0.705663 0.000213542
1.02617 0.292952 0.789167 0.705663 0.000190474
1.02617 0.292952 0.789167 0.705663 0.000201513
1.02617 0.292952 0.789167 0.705663 0.000162297
1.02617 0.292952 0.789167 0.705663 0.000190474
1.02617 0.292952 0.789167 0.705663 0.000180317
1.02617 0.292952 0.789167 0.705663 0.000213542
1.02617 0.292952 0.789167 0.705663 0.000146849
1.02617 0.292952 0.789167 0.705663 0.000201513
1.02617 0.292952 0.789167 0.705663 0.000274282
1.02617 0.292952 0.789167 0.705663 0.00022668
1.02617 0.292952 0.789167 0.705663 0.00022668
1.02617 0.292952 0.789167 0.705663 0.000241068
1.02617 0.292952 0.789167 0.705663 0.000190474
1.02617 0.292952 0.789167 0.705663 0.000162297
1.02617 0.292952 0.789167 0.705663 0.000170952
1.02617 0.292952 0.789167 0.705663 0.000256872
1.02617 0.292952 0.789167 0.705663 0.000154284
1.02617 0.292952 0.789167 0.705663 0.000274282
1.02617 0.292952 0.789167 0.705663 0.000201513
1.02617 0.292952 0.789167 0.705663 0.000190474
1.02617 0.292952 0.789167 0.705663 0.000133507
1.02617 0.292952 0.789167 0.705663 0.000293524
1.02617 0.292952 0.789167 0.705663 0.000107141
1.02617 0.292952 0.789167 0.705663 0.000241068
1.02617 0.292952 0.789167 0.705663 0.000256872
1.02617 0.292952 0.789167 0.705663 0.000256872
1.02617 0.292952 0.789167 0.705663 0.00022668
1.02617 0.292952 0.789167 0.705663 0.00022668
1.02617 0.292952 0.789167 0.705663 0.000170952
1.02617 0.292952 0.789167 0.705663 0.000170952
1.02617 0.292952 0.789167 0.705663 0.000190474
1.02617 0.292952 0.789167 0.705663 0.000274282
1.02617 0.292952 0.789167 0.705663 0.000274282
1.02617 0.292952 0.789167 0.705663 0.000162297
1.02617 0.292952 0.789167 0.705663 0.000201513
1.02617 0.292952 0.789167 0.705663 0.00022668
1.02617 0.292952 0.789167 0.705663 0.000107141
1.02617 0.292952 0.789167 0.705663 0.000293524
1.02617 0.292952 0.789167 0.705663 0.000116661
1.02617 0.292952 0.789167 0.705663 0.000241068
1.02617 0.292952 0.789167 0.705663 0.000180317
1.02617 0.292952 0.789167 0.705663 0.000170952
1.02617 0.292952 0.789167 0.705663 0.000180317
1.02617 0.292952 0.789167 0.705663 0.000170952
1.02617 0.292952 0.789167 0.705663 0.000190474
1.02617 0.292952 0.789167 0.705663 0.000180317
1.02617 0.292952 0.789167 0.705663 0.000201513
1.02617 0.292952 0.789167 0.705663 0.000213542
1.02617 0.292952 0.789167 0.705663 0.000170952
1.02617 0.292952 0.789167 0.705663 0.000170952
1.02617 0.292952 0.789167 0.705663 0.000180317
1.02617 0.292952 0.789167 0.705663 0.000201513
1.02617 0.292952 0.789167 0.705663 0.000154284
1.02617 0.292952 0.789167 0.705663 0.000107141
1.02617 0.292952 0.789167 0.705663 9.12922e-05
1.02617 0.292952 0.789167 0.705663 0.000213542
1.02617 0.292952 0.789167 0.705663 0.000256872
1.02617 0.292952 0.789167 0.705663 0.00033862
1.02617 0.292952 0.789167 0.705663 0.00022668
1.02617 0.292952 0.789167 0.705663 0.000256872
1.02617 0.292952 0.789167 0.705663 0.000146849
1.02617 0.292952 0.789167 0.705663 0.000293524
1.02617 0.292952 0.789167 0.705663 0.00022668
1.02617 0.292952 0.789167 0.705663 0.000154284
1.02617 0.292952 0.789167 0.705663 0.000154284
1.02617 0.292952 0.789167 0.705663 0.000213542
1.02617 0.292952 0.789167 0.705663 0.00013994
1.02617 0.292952 0.789167 0.705663 0.000201513
1.02617 0.292952 0.789167 0.705663 0.000190474
1.02617 0.292952 0.789167 0.705663 0.000154284
1.02617 0.292952 0.789167 0.705663 0.00013994
1.02617 0.292952 0.789167 0.705663 0.00022668
1.02617 0.292952 0.789167 0.705663 0.000256872
1.02617 0.292952 0.789167 0.705663 0.000162297
1.02617 0.292952 0.789167 0.705663 0.00013994
1.02617 0.292952 0.789167 0.705663 0.000314865
1.02617 0.292952 0.789167 0.705663 0.000213542
1.02617 0.292952 0.789167 0.705663 0.000190474
1.02617 0.292952 0.789167 0.705663 0.000256872
1.02617 0.292952 0.789167 0.705663 0.000256872
1.02617 0.292952 0.789167 0.705663 0.00033862
1.02617 0.292952 0.789167 0.705663 0.000146849
1.02617 0.292952 0.789167 0.705663 0.000241068
1.02617 0.292952 0.789167 0.705663 0.000170952
1.02617 0.292952 0.789167 0.705663 0.000190474
1.02617 0.292952 0.789167 0.705663 0.000180317
1.02617 0.292952 0.789167 0.705663 0.000121903
1.02617 0.292952 0.789167 0.705663 0.000201513
1.02617 0.292952 0.789167 0.705663 0.000190474
1.02617 0.292952 0.789167 0.705663 0.000241068
1.02617 0.292952 0.789167 0.705663 0.000314865
1.02617 0.292952 0.789167 0.705663 0.000190474
1.02617 0.292952 0.789167 0.705663 0.000154284
1.02617 0.292952 0.789167 0.705663 0.000241068
1.02617 0.292952 0.789167 0.705663 0.000274282
1.02617 0.292952 0.789167 0.705663 0.000154284
1.02617 0.292952 0.789167 0.705663 0.000256872
1.02617 0.292952 0.789167 0.705663 0.000170952
1.02617 0.292952 0.789167 0.705663 0.000180317
1.02617 0.292952 0.789167 0.705663 0.000154284
1.02617 0.292952 0.789167 0.705663 0.000133507
1.20575 0.378531 0.865227 0.815619 0.000683806
1.20575 0.378531 0.865227 0.815619 0.000428566
1.20575 0.378531 0.865227 0.815619 0.000761895
1.20575 0.378531 0.865227 0.815619 0.00109713
1.20575 0.378531 0.865227 0.815619 0.00055976
1.20575 0.378531 0.865227 0.815619 0.000394966
1.20575 0.378531 0.865227 0.815619 0.00171426
1.20575 0.378531 0.865227 0.815619 0.000256872
1.20575 0.378531 0.865227 0.815619 0.000510029
1.20575 0.378531 0.865227 0.815619 0.000293524
1.20575 0.378531 0.865227 0.815619 0.000964273
1.20575 0.378531 0.865227 0.815619 0.000180317
1.20575 0.378531 0.865227 0.815619 0.000683806
1.20575 0.378531 0.865227 0.815619 0.000293524
0.322749 0.310486 0.950709 0.862189 0.000241068
0.322749 0.310486 0.950709 0.862189 0.00033862
0.322749 0.310486 0.950709 0.862189 0.000213542
0.322749 0.310486 0.950709 0.862189 0.000274282
0.322749 0.310486 0.950709 0.862189 0.000213542
0.322749 0.310486 0.950709 0.862189 0.000213542
0.322749 0.310486 0.950709 0.862189 0.000293524
0.322749 0.310486 0.950709 0.862189 0.000274282
0.322749 0.310486 0.950709 0.862189 0.000314865
0.322749 0.310486 0.950709 0.862189 0.000180317
0.322749 0.310486 0.950709 0.862189 0.000314865
0.322749 0.310486 0.950709 0.862189 0.000256872
0.322749 0.310486 0.950709 0.862189 0.000293524
0.322749 0.310486 0.950709 0.862189 0.000256872
0.322749 0.310486 0.950709 0.862189 0.000314865
0.322749 0.310486 0.950709 0.862189 0.000241068
0.322749 0.310486 0.950709 0.862189 0.000293524
0.322749 0.310486 0.950709 0.862189 0.000274282
0.322749 0.310486 0.950709 0.862189 0.000428566
0.322749 0.310486 0.950709 0.862189 0.000274282
0.322749 0.310486 0.950709 0.862189 0.000201513
0.322749 0.310486 0.950709 0.862189 0.00022668
0.322749 0.310486 0.950709 0.862189 0.000365169
0.322749 0.310486 0.950709 0.862189 0.00033862
0.322749 0.310486 0.950709 0.862189 0.000314865
0.322749 0.310486 0.950709 0.862189 0.000190474
0.322749 0.310486 0.950709 0.862189 0.000274282
0.322749 0.310486 0.950709 0.862189 0.000201513
0.322749 0.310486 0.950709 0.862189 0.000510029
0.322749 0.310486 0.950709 0.862189 0.000256872
0.322749 0.310486 0.950709 0.862189 0.000293524
0.322749 0.310486 0.950709 0.862189 0.00022668
0.322749 0.310486 0.950709 0.862189 0.00022668
5.10168 0.343219 0.762965 0.888465 0.000510029
5.10168 0.343219 0.762965 0.888465 0.000683806
5.10168 0.343219 0.762965 0.888465 0.00055976
5.10168 0.343219 0.762965 0.888465 0.000394966
5.10168 0.343219 0.762965 0.888465 0.00055976
5.10168 0.343219 0.762965 0.888465 0.000761895
5.10168 0.343219 0.762965 0.888465 0.00146067
5.10168 0.343219 0.762965 0.888465 0.00146067
5.10168 0.343219 0.762965 0.888465 0.00055976
5.10168 0.343219 0.762965 0.888465 0.00055976
5.10168 0.343219 0.762965 0.888465 0.000854166
5.10168 0.343219 0.762965 0.888465 0.00146067
5.10168 0.343219 0.762965 0.888465 0.000428566
5.10168 0.343219 0.762965 0.888465 0.000964273
5.10168 0.343219 0.762965 0.888465 0.000510029
5.10168 0.343219 0.762965 0.888465 0.00055976
5.10168 0.343219 0.762965 0.888465 0.000394966
5.10168 0.343219 0.762965 0.888465 0.000428566
5.10168 0.343219 0.762965 0.888465 0.000964273
5.10168 0.343219 0.762965 0.888465 0.00125946
5.10168 0.343219 0.762965 0.888465 0.00125946
5.10168 0.343219 0.762965 0.888465 0.00109713
5.10168 0.343219 0.762965 0.888465 0.00109713
1.44165 0.198969 0.838973 0.513647 9.87416e-05
1.44165 0.198969 0.838973 0.513647 0.000116661
1.44165 0.198969 0.838973 0.513647 0.000116661
1.44165 0.198969 0.838973 0.513647 0.000121903
1.44165 0.198969 0.838973 0.513647 8.4655e-05
1.44165 0.198969 0.838973 0.513647 7.59785e-05
1.44165 0.198969 0.838973 0.513647 0.000107141
1.44165 0.198969 0.838973 0.513647 8.78797e-05
1.44165 0.198969 0.838973 0.513647 9.49073e-05
1.44165 0.198969 0.838973 0.513647 8.78797e-05
1.44165 0.198969 0.838973 0.513647 9.12922e-05
1.44165 0.198969 0.838973 0.513647 0.000107141
1.44165 0.198969 0.838973 0.513647 0.000107141
1.44165 0.198969 0.838973 0.513647 0.000102813
1.44165 0.198969 0.838973 0.513647 9.49073e-05
1.44165 0.198969 0.838973 0.513647 0.000107141
1.44165 0.198969 0.838973 0.513647 0.000102813
1.44165 0.198969 0.838973 0.513647 9.87416e-05
1.44165 0.198969 0.838973 0.513647 0.000111749
1.44165 0.198969 0.838973 0.513647 0.000111749
1.44165 0.198969 0.838973 0.513647 0.000116661
1.44165 0.198969 0.838973 0.513647 0.000107141
1.44165 0.198969 0.838973 0.513647 0.000133507
1.44165 0.198969 0.838973 0.513647 0.000102813
1.44165 0.198969 0.838973 0.513647 0.000102813
1.44165 0.198969 0.838973 0.513647 0.000111749
1.44165 0.198969 0.838973 0.513647 0.000116661
1.44165 0.198969 0.838973 0.513647 0.000154284
1.44165 0.198969 0.838973 0.513647 8.4655e-05
1.44165 0.198969 0.838973 0.513647 7.87162e-05
1.44165 0.198969 0.838973 0.513647 0.000102813
1.44165 0.198969 0.838973 0.513647 0.000121903
1.44165 0.198969 0.838973 0.513647 0.000111749
1.44165 0.198969 0.838973 0.513647 7.87162e-05
1.44165 0.198969 0.838973 0.513647 0.000102813
1.44165 0.198969 0.838973 0.513647 0.000180317
1.44165 0.198969 0.838973 0.513647 0.000102813
1.44165 0.198969 0.838973 0.513647 0.000102813
1.44165 0.198969 0.838973 0.513647 8.4655e-05
1.44165 0.198969 0.838973 0.513647 0.000170952
1.44165 0.198969 0.838973 0.513647 9.49073e-05
1.44165 0.198969 0.838973 0.513647 0.000116661
1.44165 0.198969 0.838973 0.513647 7.09147e-05
1.44165 0.198969 0.838973 0.513647 0.000111749
1.44165 0.198969 0.838973 0.513647 0.000102813
1.44165 0.198969 0.838973 0.513647 0.000102813
1.44165 0.198969 0.838973 0.513647 7.59785e-05
1.44165 0.198969 0.838973 0.513647 0.000102813
1.44165 0.198969 0.838973 0.513647 0.000111749
1.44165 0.198969 0.838973 0.513647 6.85706e-05
1.44165 0.198969 0.838973 0.513647 8.16046e-05
1.44165 0.198969 0.838973 0.513647 0.000127507
1.44165 0.198969 0.838973 0.513647 0.000111749
1.44165 0.198969 0.838973 0.513647 9.87416e-05
1.44165 0.198969 0.838973 0.513647 8.16046e-05
1.44165 0.198969 0.838973 0.513647 0.000111749
1.44165 0.198969 0.838973 0.513647 0.000107141
1.44165 0.198969 0.838973 0.513647 0.000102813
1.44165 0.198969 0.838973 0.513647 9.12922e-05
1.44165 0.198969 0.838973 0.513647 7.09147e-05
1.44165 0.198969 0.838973 0.513647 0.000121903
1.44165 0.198969 0.838973 0.513647 0.000116661
1.44165 0.198969 0.838973 0.513647 0.000102813
1.44165 0.198969 0.838973 0.513647 0.000133507
1.44165 0.198969 0.838973 0.513647 9.49073e-05
1.44165 0.198969 0.838973 0.513647 0.000127507
1.44165 0.198969 0.838973 0.513647 0.000116661
1.44165 0.198969 0.838973 0.513647 0.000146849
1.44165 0.198969 0.838973 0.513647 0.000111749
1.44165 0.198969 0.838973 0.513647 8.4655e-05
1.44165 0.198969 0.838973 0.513647 0.000146849
1.44165 0.198969 0.838973 0.513647 0.000107141
1.44165 0.198969 0.838973 0.513647 7.33811e-05
1.44165 0.198969 0.838973 0.513647 0.000102813
1.44165 0.198969 0.838973 0.513647 0.000102813
1.44165 0.198969 0.838973 0.513647 7.33811e-05
1.44165 0.198969 0.838973 0.513647 7.87162e-05
1.44165 0.198969 0.838973 0.513647 6.63408e-05
1.44165 0.198969 0.838973 0.513647 8.4655e-05
1.44165 0.198969 0.838973 0.513647 9.12922e-05
1.44165 0.198969 0.838973 0.513647 9.49073e-05
1.44165 0.198969 0.838973 0.513647 0.000116661
1.44165 0.198969 0.838973 0.513647 0.000102813
1.44165 0.198969 0.838973 0.513647 0.000107141
1.44165 0.198969 0.838973 0.513647 0.000116661
1.44165 0.198969 0.838973 0.513647 9.12922e-05
1.44165 0.198969 0.838973 0.513647 9.12922e-05
1.44165 0.198969 0.838973 0.513647 0.000116661
1.44165 0.198969 0.838973 0.513647 6.63408e-05
1.44165 0.198969 0.838973 0.513647 8.4655e-05
1.44165 0.198969 0.838973 0.513647 9.87416e-05
1.44165 0.198969 0.838973 0.513647 0.000116661
1.44165 0.198969 0.838973 0.513647 8.78797e-05
1.44165 0.198969 0.838973 0.513647 8.4655e-05
1.44165 0.198969 0.838973 0.513647 8.4655e-05
1.44165 0.198969 0.838973 0.513647 7.59785e-05
1.44165 0.198969 0.838973 0.513647 0.000116661
1.44165 0.198969 0.838973 0.513647 9.87416e-05
1.44165 0.198969 0.838973 0.513647 8.4655e-05
1.44165 0.198969 0.838973 0.513647 0.000107141
1.44165 0.198969 0.838973 0.513647 9.12922e-05
1.44165 0.198969 0.838973 0.513647 9.87416e-05
1.44165 0.198969 0.838973 0.513647 8.78797e-05
1.44165 0.198969 0.838973 0.513647 9.12922e-05
1.44165 0.198969 0.838973 0.513647 9.49073e-05
1.44165 0.198969 0.838973 0.513647 0.000116661
